author,local_guide_info,rating,review,date,price,food,service,atmosphere,recommendations,text_backup
Sheila Domingo,Local Guide · 291 reseñas · 597 fotos,3 estrellas,"Si lo que quieres es tapear ""gratis"" en abundancia está bien. No esperes calidad, pero para matar el hambre perfecto. Las bebidas son algo más caras que en otros bares pero porque la tapa que te ponen suelen ser dos platos bastante grandes. Un fallo que tengas que estar yendo a pedir dentro y no te atiendan en la mesa.",Hace 6 años,,,,,,"Sheila Domingo
Local Guide · 291 reseñas · 597 fotos






Hace 6 años
Si lo que quieres es tapear ""gratis"" en abundancia está bien. No esperes calidad, pero para matar el hambre perfecto. Las bebidas son algo más caras que en otros bares pero porque la tapa que te ponen suelen ser dos platos bastante grandes. Un fallo que tengas que estar yendo a pedir dentro y no te atiendan en la mesa.

1

Compartir"
Íñigo Ibáñez,Local Guide · 271 reseñas · 500 fotos,5 estrellas,Un vermú y un aquarius 5'90 con una muy generosa tapa variada. Además en Chamberí y si se quiere en terraza.,Hace 2 años,,,,,,"Íñigo Ibáñez
Local Guide · 271 reseñas · 500 fotos






Hace 2 años
Un vermú y un aquarius 5'90 con una muy generosa tapa variada. Además en Chamberí y si se quiere en terraza.

1

Compartir"
Carolina Saez,5 reseñas,4 estrellas,"Llegamos a las 14:00hs y recién estaban abriendo, abren un poco tarde pero vale totalmente la pena. Es autoservicio, las tapas son grandes y ricas, personal amable. Super recomendable",Hace 5 meses,,5,4,3,Patatas Bravas O Alioli y Tapa de Paella,"Carolina Saez
5 reseñas






Hace 5 meses
Llegamos a las 14:00hs y recién estaban abriendo, abren un poco tarde pero vale totalmente la pena. Es autoservicio, las tapas son grandes y ricas, personal amable. Super recomendable
Comida: 5
Servicio: 4
Ambiente: 3
Platos recomendados
Patatas Bravas O Alioli y Tapa de Paella

Me gusta

Compartir"
Fernando R,Local Guide · 775 reseñas · 2.060 fotos,4 estrellas,"Abundantes tapas a buen precio! Las patatas bravas espectaculares y las tapas también ricas! La terraza muy agradable,  y los camareros muy agradables!! Todo muy limpio!",Hace 5 años,,,,,,"Fernando R
Local Guide · 775 reseñas · 2.060 fotos






Hace 5 años
Abundantes tapas a buen precio! Las patatas bravas espectaculares y las tapas también ricas! La terraza muy agradable,  y los camareros muy agradables!! Todo muy limpio!

Me gusta

Compartir"
Danilo R.,Local Guide · 133 reseñas · 24 fotos,2 estrellas,He ido hasta este establecimiento porque ha salido en 20 minutos el periódico y me encuentro que esta cerrado. No hay ningún anuncio o cartel. Así q no se si funcióna o no.,Hace un año,,1,1,1,,"Danilo R.
Local Guide · 133 reseñas · 24 fotos






Hace un año
He ido hasta este establecimiento porque ha salido en 20 minutos el periódico y me encuentro que esta cerrado. No hay ningún anuncio o cartel. Así q no se si funcióna o no.
Comida: 1
Servicio: 1
Ambiente: 1

2

Compartir"
Sergio Ruiz,Local Guide · 37 reseñas · 108 fotos,5 estrellas,"Soy de Barcelona aunque mis padres son granainos y tenemos un bar en pineda de mar (siempre con la filosofía quinto y tapita), llevo un mes destinado en Madrid, esta tarde me anime a salir de tapeo y como estaba cerca Moncloa me dio por googlear lo típico bares para cerveza y tapa gratis  y me salió por la zona el bar Sierra, he flipado la verdad!!! El tapeo es tipo Granada, sinceramente me tomé dos cervezas de las tipo tercio por 3 euros cada uno(las hay más pequeñas por 2.70), eso sí con una gran ración de comida, y aún pidiéndole en la segunda q no me pusiera nada... Me piso jamón, yo no estoy acostumbrado a comer tanto y tuve q hechar el freno... Jajaj a sitio obligado para tapear y beber... Buena gente",Hace 3 años,,,,,,"Sergio Ruiz
Local Guide · 37 reseñas · 108 fotos






Hace 3 años
Soy de Barcelona aunque mis padres son granainos y tenemos un bar en pineda de mar (siempre con la filosofía quinto y tapita), llevo un mes destinado en Madrid, esta tarde me anime a salir de tapeo y como estaba cerca Moncloa me dio por googlear lo típico bares para cerveza y tapa gratis  y me salió por la zona el bar Sierra, he flipado la verdad!!! El tapeo es tipo Granada, sinceramente me tomé dos cervezas de las tipo tercio por 3 euros cada uno(las hay más pequeñas por 2.70), eso sí con una gran ración de comida, y aún pidiéndole en la segunda q no me pusiera nada... Me piso jamón, yo no estoy acostumbrado a comer tanto y tuve q hechar el freno... Jajaj a sitio obligado para tapear y beber... Buena gente

1

Compartir"
Monica Roman De León,Local Guide · 67 reseñas · 165 fotos,5 estrellas,Excelente sitio para ir de tapas!! Con la bebida te sirven unos platos de tapas abundantes y riquisimos! Volveremosss...😁,Hace un año,1-10 €,5,5,5,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"Monica Roman De León
Local Guide · 67 reseñas · 165 fotos






Hace un año
Excelente sitio para ir de tapas!! Con la bebida te sirven unos platos de tapas abundantes y riquisimos! Volveremosss...😁
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

Me gusta

Compartir"
Compartiendo Sabores,Local Guide · 16 reseñas · 37 fotos,4 estrellas,"Bar pequeño, pero con terraza, lugar que se llena súper rápido.

Sitio para tomarte algo y te ponen una gran tapa, la consumición está bien de precio

Tinto de verano 2,5.",Hace 2 años,,,,,,"Compartiendo Sabores
Local Guide · 16 reseñas · 37 fotos






Hace 2 años
Bar pequeño, pero con terraza, lugar que se llena súper rápido.

Sitio para tomarte algo y te ponen una gran tapa, la consumición está bien de precio

Tinto de verano 2,5.

Me gusta

Compartir"
Francisco Miguel,Local Guide · 537 reseñas · 1.117 fotos,3 estrellas,"Curioso lugar, se hace cola para pedir la bebida pero te dan una buena recompensa en tapas. No es muy grande y la terraza se llena rápido. Pero merece la pena verlo y probarlo",Hace 5 años,,,,,,"Francisco Miguel
Local Guide · 537 reseñas · 1.117 fotos






Hace 5 años
Curioso lugar, se hace cola para pedir la bebida pero te dan una buena recompensa en tapas. No es muy grande y la terraza se llena rápido. Pero merece la pena verlo y probarlo

Me gusta

Compartir"
Andrea Sánchez-Bravo M,Local Guide · 46 reseñas · 46 fotos,5 estrellas,"Por el precio de la bebida (el precio estandar en bares) sirven tapas muy generosas y ricas.
El local es pequeño, tiene mesas dentro pero fuera suelen tener también.
Muy recomendable.",Hace 2 años,,,,,,"Andrea Sánchez-Bravo M
Local Guide · 46 reseñas · 46 fotos






Hace 2 años
Por el precio de la bebida (el precio estandar en bares) sirven tapas muy generosas y ricas.
El local es pequeño, tiene mesas dentro pero fuera suelen tener también.
Muy recomendable.

1

Compartir"
Francisco jose Martin Muñoz,Local Guide · 14 reseñas · 7 fotos,4 estrellas,"Bar informal al que acude sobre todo gente joven por la buena relación calidad precio.

A este sitio se va a tomar una bebida y no es necesario pedir raciones porque las tapas que te ponen son muy grandes. Además, tras la primera consumición, te van preguntando lo que te han dado de tapa en la anterior y te las van cambiando.

Siempre está lleno por lo que es conveniente no frecuentarlo en hora punta.",Hace 10 meses,10-20 €,,,,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"Francisco jose Martin Muñoz
Local Guide · 14 reseñas · 7 fotos






Hace 10 meses
Bar informal al que acude sobre todo gente joven por la buena relación calidad precio.

A este sitio se va a tomar una bebida y no es necesario pedir raciones porque las tapas que te ponen son muy grandes. Además, tras la primera consumición, te van preguntando lo que te han dado de tapa en la anterior y te las van cambiando.

Siempre está lleno por lo que es conveniente no frecuentarlo en hora punta.
Precio por persona
10-20 €
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

1

Compartir"
Nacho c,Local Guide · 144 reseñas · 120 fotos,4 estrellas,"Bar de los de toda la vida, sencillo, pero con tapas muy abundantes con las consumiciones, dos platos por ronda. No disponen de raciones. Camareros correctos. Pides en la barra y tanto en la terraza como en las mesas del interior, te sirves tú mismo. Doble de cerveza 3,20€",Hace 9 meses,1-10 €,4,3,5,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"Nacho c
Local Guide · 144 reseñas · 120 fotos






Hace 9 meses
Bar de los de toda la vida, sencillo, pero con tapas muy abundantes con las consumiciones, dos platos por ronda. No disponen de raciones. Camareros correctos. Pides en la barra y tanto en la terraza como en las mesas del interior, te sirves tú mismo. Doble de cerveza 3,20€
Precio por persona
1-10 €
Comida: 4
Servicio: 3
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

Me gusta

Compartir"
Amaloa Mehrer,Local Guide · 238 reseñas · 917 fotos,4 estrellas,"Estuve pero publiqué en otro bar las fotos!
Está! Recomiendo si tienen hambre y poco dinero 🙃😇",Hace 4 meses,1-10 €,5,5,5,"Tapas Y Dobles de Cerveza, Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza, Tapa de Paella, Tortilla de Patata Chorizo Y Pan y Patatas Bravas Sándwich Mixto Y Croquetas","Amaloa Mehrer
Local Guide · 238 reseñas · 917 fotos






Hace 4 meses
Estuve pero publiqué en otro bar las fotos!
Está! Recomiendo si tienen hambre y poco dinero 🙃😇
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza, Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza, Tapa de Paella, Tortilla de Patata Chorizo Y Pan y Patatas Bravas Sándwich Mixto Y Croquetas

Me gusta

Compartir"
Fabiola García Rossell,Local Guide · 28 reseñas · 34 fotos,5 estrellas,"El mejor lugar de tapas de Madrid, ya ningun lugar te da tapas, pero este bar es una cantidad increible y nunca repiten en las rondas, es pequeño con mesas dentro y fuera, muy recomendado",Hace un año,1-10 €,5,5,5,Tapas Y Dobles de Cerveza,"Fabiola García Rossell
Local Guide · 28 reseñas · 34 fotos






Hace un año
El mejor lugar de tapas de Madrid, ya ningun lugar te da tapas, pero este bar es una cantidad increible y nunca repiten en las rondas, es pequeño con mesas dentro y fuera, muy recomendado
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza
Acceso para sillas de ruedas
No hay gradas

Me gusta

Compartir"
Álvaro,Local Guide · 7 reseñas,1 estrella,"Deberían actualizar el horario en Google, ya que hemos querido ir y estaba cerrado, o al menos ponerlo en el propio local con un cartel que cierra hasta septiembre. Mala experiencia",Hace 3 semanas,,,,,,"Álvaro
Local Guide · 7 reseñas






Hace 3 semanas
NUEVA
Deberían actualizar el horario en Google, ya que hemos querido ir y estaba cerrado, o al menos ponerlo en el propio local con un cartel que cierra hasta septiembre. Mala experiencia

Me gusta

Compartir"
C M,4 reseñas · 2 fotos,1 estrella,"¿Qué es lo contrario de amabilidad? Los camareros de este bar. Con la terraza vacía me quisieron echar porque estaba esperando a mis amigas, cargada de regalos y no podía dejar las bolsas solas (tienes que pedir dentro). Llegaron a poner una silla encima de la mesa. “No podemos tener una mesa parada” me dijo el camarero. Y la terraza estaba vacía.
Llega mi amiga dos minutos después, entro al bar, pregunto por la carta de comida. Me dicen que los aperitivos con la bebida salen aleatoriamente. Les digo que no puedo comer carne. Me mira y me repite lo mismo, mientras otro camarero sale con una tapa de paella. Le pregunta a él, le vuelvo a decir que no puedo comer carne. Me mira y me dice “allí arriba ahí un restaurante vegano”. Pues muchas gracias caballero, espero que sus clientes no sean ni la mitad de bordes de lo que fueron ustedes.",Hace 8 meses,,1,1,1,,"C M
4 reseñas · 2 fotos






Hace 8 meses
¿Qué es lo contrario de amabilidad? Los camareros de este bar. Con la terraza vacía me quisieron echar porque estaba esperando a mis amigas, cargada de regalos y no podía dejar las bolsas solas (tienes que pedir dentro). Llegaron a poner una silla encima de la mesa. “No podemos tener una mesa parada” me dijo el camarero. Y la terraza estaba vacía.
Llega mi amiga dos minutos después, entro al bar, pregunto por la carta de comida. Me dicen que los aperitivos con la bebida salen aleatoriamente. Les digo que no puedo comer carne. Me mira y me repite lo mismo, mientras otro camarero sale con una tapa de paella. Le pregunta a él, le vuelvo a decir que no puedo comer carne. Me mira y me dice “allí arriba ahí un restaurante vegano”. Pues muchas gracias caballero, espero que sus clientes no sean ni la mitad de bordes de lo que fueron ustedes.
Comida: 1
Servicio: 1
Ambiente: 1

2

Compartir"
Jesus aguilar barba,Local Guide · 74 reseñas · 25 fotos,5 estrellas,Las tapas son abundante y se está bien en la terraza,Hace un mes,1-10 €,5,4,5,,"Jesus aguilar barba
Local Guide · 74 reseñas · 25 fotos






Hace un mes
Las tapas son abundante y se está bien en la terraza
Precio por persona
1-10 €
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Pabloo Elvira,Local Guide · 17 reseñas · 1 foto,5 estrellas,Lo mejor son las tapas que ponen con la bebida que te pidas. Puedes cenar pidiendo 2-3 cervezas de sobra,Hace 2 meses,,,,,,"Pabloo Elvira
Local Guide · 17 reseñas · 1 foto






Hace 2 meses
Lo mejor son las tapas que ponen con la bebida que te pidas. Puedes cenar pidiendo 2-3 cervezas de sobra

Me gusta

Compartir"
Alfonso Contreras García,5 reseñas · 1 foto,5 estrellas,"Pues la már de agusto entre buenos platos, cordialidad y profesionalidad!!",Hace 9 meses,,,,,,"Alfonso Contreras García
5 reseñas · 1 foto






Hace 9 meses
Pues la már de agusto entre buenos platos, cordialidad y profesionalidad!!

Me gusta

Compartir"
